Id,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min
1873,15-08-2012,0.1345,0.249854167,1.362,48,0.262117968,11.993,0.053
1874,16-08-2012,0.136,0.1995,0.934,48,0.170807345,9.576,0.049
1875,17-08-2012,0.1415,0.194229167,0.664,48,0.153007612,9.323,0.053
1876,18-08-2012,0.0865,0.111479167,0.246,48,0.056794137,5.351,0.046
1877,19-08-2012,0.133,0.185041667,0.997,48,0.17171822,8.882,0.056
1878,20-08-2012,0.111,0.250770833,1.354,48,0.305039533,12.037,0.054
1879,21-08-2012,0.1275,0.238520833,1.147,48,0.24222005,11.449,0.053
1880,22-08-2012,0.0875,0.1094375,0.414,48,0.065908998,5.253,0.047
1881,23-08-2012,0.0855,0.111770833,0.297,48,0.059459709,5.365,0.047
1882,24-08-2012,0.154,0.211791667,0.893,48,0.178361092,10.166,0.047
1883,25-08-2012,0.0945,0.2068125,0.621,48,0.165528381,9.927,0.052
1884,26-08-2012,0.1935,0.380645827,2.0599999,48,0.427829608,18.2709997,0.069
1885,27-08-2012,0.1075,0.282083333,1.424,48,0.315589744,13.54,0.051
1886,28-08-2012,0.091,0.252979167,1.173,48,0.269353322,12.143,0.048
1887,29-08-2012,0.1775,0.310541667,1.332,48,0.306488621,14.906,0.043
1888,30-08-2012,0.158,0.274145833,0.958,48,0.244421592,13.159,0.043
1889,31-08-2012,0.119,0.222375,0.786,48,0.203066243,10.674,0.04
1890,01-09-2012,0.0795,0.173541667,0.71,48,0.17382823,8.33,0.04
1891,02-09-2012,0.176,0.315999998,1.285,48,0.31307425,15.1679999,0.042
1892,03-09-2012,0.1795,0.249291667,1.027,48,0.209960478,11.966,0.043
1893,04-09-2012,0.1575,0.264166667,1.421,48,0.266501793,12.68,0.049
1894,05-09-2012,0.1315,0.253770833,1.201,48,0.253770732,12.181,0.052
1895,06-09-2012,0.129,0.2680625,1.322,48,0.29290347,12.867,0.051
1896,07-09-2012,0.099,0.1915,0.919,48,0.173277664,9.192,0.049
1897,08-09-2012,0.174,0.272916667,1.206,48,0.261367666,13.1,0.047
1898,09-09-2012,0.1325,0.216104167,0.787,48,0.183784129,10.373,0.038
1899,10-09-2012,0.0945,0.213875,0.975,48,0.239778322,10.266,0.039
1900,11-09-2012,0.1355,0.246083333,1.562,48,0.301704578,11.812,0.053
1901,12-09-2012,0.117,0.235520833,1.243,48,0.267338497,11.305,0.058
1902,13-09-2012,0.1735,0.319104169,1.1900001,48,0.339682037,15.3170001,0.052
1903,14-09-2012,0.1605,0.2650625,0.849,48,0.227741586,12.723,0.054
1904,15-09-2012,0.079,0.156333333,1,48,0.189583904,7.504,0.04
1905,16-09-2012,0.188,0.242166667,0.756,48,0.187813096,11.624,0.038
1906,17-09-2012,0.128,0.2489375,1.258,48,0.254316807,11.949,0.044
1907,18-09-2012,0.104,0.291208333,1.358,48,0.305632373,13.978,0.038
1908,19-09-2012,0.1785,0.260791667,0.782,48,0.206369938,12.518,0.052
1909,20-09-2012,0.257,0.365895833,1.339,48,0.305720651,17.563,0.061
1910,21-09-2012,0.1395,0.2278125,0.664,48,0.200644457,10.935,0.047
1911,22-09-2012,0.1035,0.2321875,0.967,48,0.250362941,11.145,0.042
1912,23-09-2012,0.2035,0.3066875,1.164,48,0.265096302,14.721,0.046
1913,24-09-2012,0.205,0.3135,0.75,48,0.2651442,15.048,0.042
1914,25-09-2012,0.173,0.297770833,0.714,48,0.226747234,14.293,0.052
1915,26-09-2012,0.1085,0.279541669,1.293,48,0.343180372,13.4180001,0.039
1916,27-09-2012,0.3765,0.471416667,1.141,48,0.330469352,22.628,0.058
1917,28-09-2012,0.205,0.2439375,0.696,48,0.180230043,11.709,0.044
1918,29-09-2012,0.105,0.307875,1.403,48,0.37494877,14.778,0.041
1919,30-09-2012,0.112,0.3400625,1.511,48,0.390535933,16.323,0.038
1920,01-10-2012,0.1415,0.276729167,1.226,48,0.286707631,13.283,0.038
1921,02-10-2012,0.125,0.3660625,1.477,48,0.413120579,17.571,0.039
1922,03-10-2012,0.15,0.377708329,1.4579999,48,0.377991768,18.1299998,0.039
1923,04-10-2012,0.207,0.458333335,1.62,48,0.445081509,22.0000001,0.04
1924,05-10-2012,0.1995,0.330854167,1.233,48,0.2920561,15.881,0.039
1925,06-10-2012,0.361,0.4120625,1.079,48,0.328268728,19.779,0.053
1926,07-10-2012,0.146,0.340104167,2.112,48,0.419811773,16.325,0.037
1927,08-10-2012,0.3215,0.397583333,1.064,48,0.337134409,19.084,0.043
1928,09-10-2012,0.1385,0.339229167,1.779,48,0.397004595,16.283,0.044
1929,10-10-2012,0.1645,0.341729169,1.196,48,0.325383166,16.4030001,0.046
1930,11-10-2012,0.365,0.557375,2.5699999,48,0.567458478,26.754,0.05
1931,12-10-2012,0.1745,0.456312502,1.378,48,0.439055139,21.9030001,0.039
1932,13-10-2012,0.1655,0.347,1.552,48,0.370559669,16.656,0.041
1933,14-10-2012,0.121,0.287020833,0.874,48,0.267094811,13.777,0.044
1934,15-10-2012,0.1245,0.2149375,0.705,48,0.192122679,10.317,0.04
1935,16-10-2012,0.109,0.341145835,1.233,48,0.364038054,16.3750001,0.039
1936,17-10-2012,0.2415,0.374770831,1.29,48,0.329720137,17.9889999,0.05
1937,18-10-2012,0.293,0.420425532,1.914,47,0.422458938,19.76,0.055
1938,19-10-2012,0.404,0.443416669,1.219,48,0.322240091,21.2840001,0.052
1939,20-10-2012,0.081,0.210166667,0.874,48,0.2451704,10.088,0.038
1940,21-10-2012,0.3,0.409625,1.676,48,0.347753313,19.662,0.037
1941,22-10-2012,0.193,0.454562502,1.523,48,0.396021974,21.8190001,0.066
1942,23-10-2012,0.1375,0.372770833,1.89,48,0.400680869,17.893,0.042
1943,24-10-2012,0.1885,0.375541669,1.4220001,48,0.352822242,18.0260001,0.045
1944,25-10-2012,0.557,0.549708331,1.665,48,0.448592546,26.3859999,0.057
1945,26-10-2012,0.386,0.437604167,1.396,48,0.348015697,21.005,0.058
1946,27-10-2012,0.089,0.110666667,0.422,48,0.071064949,5.312,0.043
1947,28-10-2012,0.123,0.260625002,1.4220001,48,0.271108186,12.5100001,0.048
1948,29-10-2012,0.113,0.247375,0.876,48,0.23808193,11.874,0.052
1949,30-10-2012,0.1405,0.319416667,1.271,48,0.306041357,15.332,0.083
1950,31-10-2012,0.2145,0.276291669,1.084,48,0.260846253,13.2620001,0.041
1951,01-11-2012,0.181,0.287270833,0.738,48,0.218178995,13.789,0.055
1952,02-11-2012,0.122,0.3121875,1.345,48,0.321406262,14.985,0.039
1953,03-11-2012,0.104,0.198,0.695,48,0.207811392,9.504,0.038
1954,04-11-2012,0.274,0.456416665,2.036,48,0.450492437,21.9079999,0.058
1955,05-11-2012,0.2,0.361520833,1.194,48,0.320589417,17.353,0.048
1956,06-11-2012,0.1155,0.326500002,1.574,48,0.393790801,15.6720001,0.04
1957,07-11-2012,0.139,0.3971875,1.278,48,0.385432206,19.065,0.036
1958,08-11-2012,0.454,0.516374998,1.321,48,0.369214553,24.7859999,0.059
1959,09-11-2012,0.1635,0.316979167,0.934,48,0.278098673,15.215,0.043
1960,10-11-2012,0.3905,0.364166667,1.099,48,0.236111435,17.48,0.047
1961,11-11-2012,0.194,0.281625,1.073,48,0.254700961,13.518,0.04
1962,12-11-2012,0.109,0.270375,0.931,48,0.27130062,12.978,0.047
1963,13-11-2012,0.1925,0.379895833,1.757,48,0.396795206,18.235,0.05
1964,14-11-2012,0.224,0.346208335,1.2410001,48,0.334900814,16.6180001,0.04
1965,15-11-2012,0.6295,0.64675,1.993,48,0.498196812,31.044,0.06
1966,16-11-2012,0.183,0.387208333,1.299,48,0.384855483,18.586,0.038
1967,17-11-2012,0.075,0.135375,0.611,48,0.154439498,6.498,0.035
1968,18-11-2012,0.1545,0.3415,1.64,48,0.368011679,16.392,0.035
1969,19-11-2012,0.3065,0.403833333,1.339,48,0.360528119,19.384,0.034
1970,20-11-2012,0.3735,0.425291667,1.174,48,0.373278286,20.414,0.041
1971,21-11-2012,0.339,0.487708333,1.605,48,0.476072315,23.41,0.044
1972,22-11-2012,0.4925,0.6365,2.2720001,48,0.570021389,30.552,0.05
1973,23-11-2012,0.2765,0.3820625,1.302,48,0.312276842,18.339,0.043
1974,24-11-2012,0.0995,0.2834375,1.321,48,0.325187599,13.605,0.035
1975,25-11-2012,0.2985,0.403854167,1.183,48,0.338826698,19.385,0.062
1976,26-11-2012,0.25,0.383916669,1.4170001,48,0.351052032,18.4280001,0.058
1977,27-11-2012,0.266,0.462041669,1.5650001,48,0.432042604,22.1780001,0.039
1978,28-11-2012,0.458,0.540479162,2.8369999,48,0.572478323,25.9429998,0.06
1979,29-11-2012,0.1895,0.4695,1.484,48,0.452374351,22.536,0.038
1980,30-11-2012,0.3355,0.387604167,0.989,48,0.285076902,18.605,0.07
1981,01-12-2012,0.257,0.372770833,1.285,48,0.30435675,17.893,0.077
1982,02-12-2012,0.2855,0.341875,0.926,48,0.252574963,16.41,0.037
1983,03-12-2012,0.1695,0.323604167,0.982,48,0.26847257,15.533,0.038
1984,04-12-2012,0.25,0.393625,1.409,48,0.337498408,18.894,0.035
1985,05-12-2012,0.406,0.441416667,1.525,48,0.396126395,21.188,0.037
1986,06-12-2012,0.431,0.537395833,2.2739999,48,0.469993061,25.795,0.088
1987,07-12-2012,0.177,0.314874998,1.1799999,48,0.2993182,15.1139999,0.064
1988,08-12-2012,0.1515,0.380520833,2.04,48,0.397046328,18.265,0.058
1989,09-12-2012,0.2815,0.378520833,1.47,48,0.313145809,18.169,0.053
1990,10-12-2012,0.141,0.235854167,1.193,48,0.238913942,11.321,0.035
1991,11-12-2012,0.1435,0.390854167,1.52,48,0.405527919,18.761,0.037
1992,12-12-2012,0.506,0.571458335,1.9220001,48,0.484576195,27.4300001,0.06
1993,13-12-2012,0.157,0.504125,2.9260001,48,0.584621493,24.198,0.039
1994,14-12-2012,0.361,0.426750002,1.319,48,0.325376743,20.4840001,0.062
1995,15-12-2012,0.227,0.336875,1.585,48,0.338488167,16.17,0.03
1996,16-12-2012,0.0845,0.127916667,0.697,48,0.13634965,6.14,0.03
1997,17-12-2012,0.1265,0.268020833,0.827,48,0.241630146,12.865,0.03
1998,18-12-2012,0.132,0.419395833,1.632,48,0.449960411,20.131,0.029
1999,19-12-2012,0.1835,0.500520831,2.0539999,48,0.523259744,24.0249999,0.079
2000,20-12-2012,0.846,0.842395829,2.5239999,48,0.667382518,40.4349998,0.097
2001,21-12-2012,0.077,0.158979167,1.166,48,0.233123425,7.631,0.028
2002,22-12-2012,0.0545,0.057875,0.094,48,0.018575464,2.778,0.028
2003,23-12-2012,0.0515,0.055208333,0.103,48,0.020739477,2.65,0.028
2004,24-12-2012,0.0585,0.060479167,0.107,48,0.022235672,2.903,0.028
2005,25-12-2012,0.0595,0.064,0.107,48,0.021146903,3.072,0.028
2006,26-12-2012,0.06,0.065125,0.102,48,0.02024491,3.126,0.028
2007,27-12-2012,0.0605,0.079125,0.565,48,0.079499398,3.798,0.028
2008,28-12-2012,0.1,0.197354167,1.216,48,0.216922821,9.473,0.037
2009,29-12-2012,0.3325,0.411499996,1.65,48,0.37786668,19.7519998,0.043
2010,30-12-2012,0.075,0.132,0.533,48,0.140922191,6.336,0.03
2011,31-12-2012,0.173,0.1921875,0.762,48,0.151411185,9.225,0.044
2012,01-01-2013,0.1375,0.291375,1.382,48,0.323699797,13.986,0.031
2013,02-01-2013,0.0965,0.364854169,1.7130001,48,0.454461623,17.5130001,0.036
2014,03-01-2013,0.1335,0.269208333,1.03,48,0.25794317,12.922,0.032
2015,04-01-2013,0.195,0.3531875,1.573,48,0.338188708,16.953,0.048
2016,05-01-2013,0.2705,0.3690625,1.506,48,0.365306191,17.715,0.054
2017,06-01-2013,0.254,0.339270833,1.393,48,0.300309113,16.285,0.033
2018,07-01-2013,0.317,0.374520833,1.307,48,0.351290447,17.977,0.034
2019,08-01-2013,0.121,0.369499998,1.543,48,0.417777449,17.7359999,0.031
2020,09-01-2013,0.132,0.360375,1.353,48,0.375918824,17.298,0.034
2021,10-01-2013,0.348,0.499958333,1.79,48,0.423092261,23.998,0.068
2022,11-01-2013,0.163,0.286791667,1.02,48,0.260421831,13.766,0.054
2023,12-01-2013,0.1375,0.249250002,1.2690001,48,0.255265619,11.9640001,0.038
2024,13-01-2013,0.146,0.279479169,1.5190001,48,0.307266404,13.4150001,0.057
2025,14-01-2013,0.2255,0.440479171,1.4960001,48,0.39433786,21.1430002,0.055
2026,15-01-2013,0.393,0.409916667,1.202,48,0.324766812,19.676,0.036
2027,16-01-2013,0.237,0.503124994,2.1329999,48,0.530025784,24.1499997,0.043
2028,17-01-2013,0.34,0.514458333,1.8,48,0.459297612,24.694,0.065
2029,18-01-2013,0.115,0.221729167,1.043,48,0.243090189,10.643,0.047
2030,19-01-2013,0.2125,0.339333333,1.174,48,0.309038821,16.288,0.073
2031,20-01-2013,0.098,0.214666667,1.268,48,0.250154619,10.304,0.052
2032,21-01-2013,0.1495,0.352708335,1.655,48,0.397816168,16.9300001,0.043
2033,22-01-2013,0.154,0.349750002,1.313,48,0.359787206,16.7880001,0.039
2034,23-01-2013,0.3215,0.450333333,1.372,48,0.403171329,21.616,0.038
2035,24-01-2013,0.5885,0.666416665,2.845,48,0.623522344,31.9879999,0.068
2036,25-01-2013,0.232,0.3525625,1.465,48,0.310803824,16.923,0.066
2037,26-01-2013,0.1645,0.282229169,1.109,48,0.262839432,13.5470001,0.062
2038,27-01-2013,0.161,0.309583333,1.615,48,0.310549262,14.86,0.03
2039,28-01-2013,0.249,0.387,1.395,48,0.333572538,18.576,0.06
2040,29-01-2013,0.3235,0.481291667,1.625,48,0.440459091,23.102,0.067
2041,30-01-2013,0.29,0.385249998,1.495,48,0.359576845,18.4919999,0.058
2042,31-01-2013,0.1245,0.3201875,1.323,48,0.329481389,15.369,0.038
2043,01-02-2013,0.191,0.404479167,1.465,48,0.369214346,19.415,0.064
2044,02-02-2013,0.292,0.384833333,1.363,48,0.325417201,18.472,0.112
2045,03-02-2013,0.1905,0.291520833,1.345,48,0.267522915,13.993,0.069
2046,04-02-2013,0.154,0.325708333,1.41,48,0.356658783,15.634,0.034
2047,05-02-2013,0.1465,0.312229165,1.337,48,0.3280591,14.9869999,0.037
2048,06-02-2013,0.2615,0.375187502,1.4630001,48,0.311137294,18.0090001,0.072
2049,07-02-2013,0.2625,0.366833333,1.131,48,0.303578258,17.608,0.088
2050,08-02-2013,0.2425,0.344770833,0.921,48,0.267326817,16.549,0.041
2051,09-02-2013,0.207,0.3539375,1.586,48,0.31835738,16.989,0.037
2052,10-02-2013,0.3405,0.412479169,1.2640001,48,0.301802463,19.7990001,0.084
2053,11-02-2013,0.188,0.269875,0.856,48,0.199814449,12.954,0.084
2054,12-02-2013,0.4595,0.408520833,0.939,48,0.275972631,19.609,0.093
2055,13-02-2013,0.297,0.394020835,1.253,48,0.33155158,18.9130001,0.032
2056,14-02-2013,0.2095,0.295645833,0.885,48,0.212746627,14.191,0.077
2057,15-02-2013,0.185,0.385729165,1.651,48,0.401316221,18.5149999,0.056
2058,16-02-2013,0.1,0.178375,0.849,48,0.19149775,8.562,0.048
2059,17-02-2013,0.222,0.296500002,1.5700001,48,0.283723354,14.2320001,0.068
2060,18-02-2013,0.1525,0.293875,1.013,48,0.274428507,14.106,0.034
2061,19-02-2013,0.3715,0.378770833,1.301,48,0.279480235,18.181,0.034
2062,20-02-2013,0.163,0.327208333,1.37,48,0.333256527,15.706,0.04
2063,21-02-2013,0.1185,0.381770835,2.1900001,48,0.418358109,18.3250001,0.051
2064,22-02-2013,0.343,0.383875,1.265,48,0.308857994,18.426,0.073
2065,23-02-2013,0.175,0.268479167,0.695,48,0.195563995,12.887,0.052
2066,24-02-2013,0.219,0.338604167,1.089,48,0.294463503,16.253,0.076
2067,25-02-2013,0.4645,0.500645833,1.636,48,0.388594932,24.031,0.074
2068,26-02-2013,0.2155,0.339708333,1.252,48,0.318664831,16.306,0.04
2069,27-02-2013,0.3825,0.418708331,1.216,48,0.316898661,20.0979999,0.072
2070,28-02-2013,0.1165,0.2965,1.296,48,0.320664403,14.232,0.041
2071,01-03-2013,0.169,0.304208333,1.28,48,0.27555298,14.602,0.062
2072,02-03-2013,0.1275,0.262729167,0.822,48,0.228073499,12.611,0.05
2073,03-03-2013,0.179,0.279125,0.88,48,0.229984331,13.398,0.033
2074,04-03-2013,0.19,0.2945625,1.054,48,0.265327329,14.139,0.03
2075,05-03-2013,0.1185,0.260625,1.313,48,0.309865285,12.51,0.036
2076,06-03-2013,0.306,0.363916667,1.373,48,0.282562351,17.468,0.049
2077,07-03-2013,0.323,0.363333331,1.247,48,0.292166905,17.4399999,0.042
2078,08-03-2013,0.264,0.369166667,1.416,48,0.336832134,17.72,0.046
2079,09-03-2013,0.239,0.3723125,1.711,48,0.380171806,17.871,0.03
2080,10-03-2013,0.318,0.328666667,1.045,48,0.242489424,15.776,0.063
2081,11-03-2013,0.336,0.393520833,1.271,48,0.300585386,18.889,0.063
2082,12-03-2013,0.176,0.287270833,0.881,48,0.222192148,13.789,0.033
2083,13-03-2013,0.2625,0.331,1.082,48,0.264364674,15.888,0.047
2084,14-03-2013,0.3015,0.3175625,0.884,48,0.237065922,15.243,0.029
2085,15-03-2013,0.298,0.359875,1.124,48,0.263774696,17.274,0.082
2086,16-03-2013,0.1995,0.331770833,1.09,48,0.292756615,15.925,0.062
2087,17-03-2013,0.1475,0.2626875,1.087,48,0.267034475,12.609,0.034
2088,18-03-2013,0.2855,0.369708333,1.244,48,0.30249466,17.746,0.045
2089,19-03-2013,0.198,0.3433125,1.359,48,0.337075606,16.479,0.039
2090,20-03-2013,0.2945,0.370333331,1.4299999,48,0.303790327,17.7759999,0.038
2091,21-03-2013,0.179,0.298875002,1.7640001,48,0.336763113,14.3460001,0.054
2092,22-03-2013,0.143,0.327166667,1.473,48,0.342364266,15.704,0.045
2093,23-03-2013,0.3035,0.358895831,1.224,48,0.293279343,17.2269999,0.089
2094,24-03-2013,0.392,0.415458331,1.2869999,48,0.321615131,19.9419999,0.09
2095,25-03-2013,0.2245,0.340208335,1.0190001,48,0.290636135,16.3300001,0.042
2096,26-03-2013,0.2705,0.359187502,1.2640001,48,0.313310243,17.2410001,0.062
2097,27-03-2013,0.1865,0.362104167,1.245,48,0.35618524,17.381,0.058
2098,28-03-2013,0.1165,0.323520835,1.632,48,0.384678316,15.5290001,0.03
2099,29-03-2013,0.06,0.056895833,0.093,48,0.019900005,2.731,0.023
2100,30-03-2013,0.0575,0.057125,0.089,48,0.017013918,2.742,0.024
2101,31-03-2013,0.054,0.058770833,0.102,48,0.025501139,2.821,0.019
2102,01-04-2013,0.054,0.055083333,0.096,48,0.019881386,2.644,0.021
2103,02-04-2013,0.058,0.053833333,0.1,48,0.02318504,2.584,0.02
2104,03-04-2013,0.055,0.059708333,0.093,48,0.01653746,2.866,0.03
2105,04-04-2013,0.0555,0.0605,0.101,48,0.01767797,2.904,0.034
2106,05-04-2013,0.0565,0.057125,0.105,48,0.017685942,2.742,0.023
2107,06-04-2013,0.053,0.050833333,0.099,48,0.021617894,2.44,0.02
2108,07-04-2013,0.0515,0.075729167,0.35,48,0.082629329,3.635,0.021
2109,08-04-2013,0.0685,0.075916667,0.299,48,0.048502175,3.644,0.025
2110,09-04-2013,0.0655,0.0986875,0.418,48,0.090086993,4.737,0.025
2111,10-04-2013,0.115,0.115395833,0.239,48,0.04111672,5.539,0.042
2112,11-04-2013,0.082,0.1900625,1.077,48,0.262092188,9.123,0.024
2113,12-04-2013,0.1805,0.373041663,1.8789999,48,0.390606932,17.9059998,0.039
2114,13-04-2013,0.1005,0.261729167,0.975,48,0.272822968,12.563,0.031
2115,14-04-2013,0.0785,0.194854167,1.373,48,0.319717028,9.353,0.028
2116,15-04-2013,0.1175,0.2048125,1.059,48,0.232971522,9.831,0.036
2117,16-04-2013,0.144,0.200583333,0.909,48,0.211956121,9.628,0.027
2118,17-04-2013,0.076,0.155895833,0.759,48,0.168467339,7.483,0.026
2119,18-04-2013,0.0955,0.232083331,1.684,48,0.349984603,11.1399999,0.024
2120,19-04-2013,0.138,0.246458333,1.188,48,0.271397405,11.83,0.037
2121,20-04-2013,0.1215,0.2219375,1.053,48,0.207493082,10.653,0.026
2122,21-04-2013,0.1795,0.304104167,1.455,48,0.32867796,14.597,0.03
2123,22-04-2013,0.1485,0.231395833,0.684,48,0.191818591,11.107,0.039
2124,23-04-2013,0.075,0.182041667,0.853,48,0.203196369,8.738,0.028
2125,24-04-2013,0.075,0.2010625,1.128,48,0.267026129,9.651,0.028
2126,25-04-2013,0.0685,0.134708333,0.818,48,0.171925511,6.466,0.031
2127,26-04-2013,0.142,0.186895833,0.724,48,0.167215524,8.971,0.027
2128,27-04-2013,0.1145,0.1934375,1.09,48,0.221333089,9.285,0.034
2129,28-04-2013,0.112,0.196229167,0.736,48,0.169130598,9.419,0.044
2130,29-04-2013,0.1935,0.241354167,1.227,48,0.2102796,11.585,0.059
2131,30-04-2013,0.099,0.181020833,0.847,48,0.170566327,8.689,0.029
2132,01-05-2013,0.067,0.160750002,1.1210001,48,0.251713667,7.7160001,0.027
2133,02-05-2013,0.0945,0.198541669,1.123,48,0.253356787,9.5300001,0.028
2134,03-05-2013,0.1605,0.2600625,1.061,48,0.25586885,12.483,0.031
2135,04-05-2013,0.1035,0.204416667,0.7,48,0.204950418,9.812,0.027
2136,05-05-2013,0.161,0.272916667,1.171,48,0.261373527,13.1,0.054
2137,06-05-2013,0.1625,0.242479167,1.221,48,0.244072451,11.639,0.033
2138,07-05-2013,0.104,0.2404375,1.381,48,0.284735705,11.541,0.044
2139,08-05-2013,0.091,0.195270833,0.8,48,0.206876234,9.373,0.034
2140,09-05-2013,0.1055,0.204458333,1.092,48,0.239818367,9.814,0.04
2141,10-05-2013,0.163,0.249708333,1.179,48,0.252738866,11.986,0.029
2142,11-05-2013,0.242,0.352229165,1.3099999,48,0.28012749,16.9069999,0.03
2143,12-05-2013,0.1635,0.258979167,0.863,48,0.202446892,12.431,0.027
2144,13-05-2013,0.1255,0.231604167,0.978,48,0.235188719,11.117,0.028
2145,14-05-2013,0.0975,0.270479169,1.224,48,0.334550195,12.9830001,0.027
2146,15-05-2013,0.116,0.240874998,1.1619999,48,0.267249229,11.5619999,0.029
2147,16-05-2013,0.077,0.147416667,0.654,48,0.167380295,7.076,0.027
2148,17-05-2013,0.0985,0.204645831,1.2359999,48,0.235881181,9.8229999,0.026
2149,18-05-2013,0.1405,0.2106875,0.745,48,0.171278566,10.113,0.035
2150,19-05-2013,0.078,0.159416667,0.769,48,0.173993866,7.652,0.026
2151,20-05-2013,0.2515,0.328104167,1.22,48,0.290175093,15.749,0.04
2152,21-05-2013,0.073,0.172958333,1.352,48,0.277965554,8.302,0.029
2153,22-05-2013,0.0775,0.182583333,1.039,48,0.233101734,8.764,0.027
2154,23-05-2013,0.075,0.124875,0.585,48,0.135133917,5.994,0.033
2155,24-05-2013,0.276,0.303041669,1.2460001,48,0.248821396,14.5460001,0.038
2156,25-05-2013,0.0715,0.141895833,1.252,48,0.207520544,6.811,0.028
2157,26-05-2013,0.099,0.21225,0.664,48,0.198938727,10.188,0.028
2158,27-05-2013,0.16,0.190125,0.562,48,0.135351021,9.126,0.04
2159,28-05-2013,0.079,0.196583331,1.0089999,48,0.227165864,9.4359999,0.028
2160,29-05-2013,0.088,0.198291667,1.122,48,0.221552737,9.518,0.032
2161,30-05-2013,0.144,0.210208333,0.936,48,0.205448545,10.09,0.037
2162,31-05-2013,0.16,0.221531915,0.881,47,0.193368521,10.412,0.032
2163,01-06-2013,0.119,0.1583125,0.446,48,0.116265499,7.599,0.027
2164,02-06-2013,0.135,0.1845,0.629,48,0.150515285,8.856,0.034
2165,03-06-2013,0.088,0.192625,0.906,48,0.228259522,9.246,0.029
2166,04-06-2013,0.09,0.188416667,0.877,48,0.2227054,9.044,0.031
2167,05-06-2013,0.077,0.136041667,0.544,48,0.13119191,6.53,0.029
2168,06-06-2013,0.074,0.185229167,1.025,48,0.276071008,8.891,0.027
2169,07-06-2013,0.1645,0.264125,1.158,48,0.267301855,12.678,0.042
2170,08-06-2013,0.1125,0.15425,0.74,48,0.15163948,7.404,0.035
2171,09-06-2013,0.1785,0.229729167,0.795,48,0.18932565,11.027,0.036
2172,10-06-2013,0.132,0.232729169,1.0470001,48,0.238250791,11.1710001,0.031
2173,11-06-2013,0.0845,0.168375,1.057,48,0.220179967,8.082,0.028
2174,12-06-2013,0.0775,0.213979167,1.098,48,0.258883732,10.271,0.029
2175,13-06-2013,0.0675,0.156145833,0.919,48,0.22475244,7.495,0.027
2176,14-06-2013,0.1375,0.226291667,0.782,48,0.195561054,10.862,0.052
2177,15-06-2013,0.1495,0.189604167,1.006,48,0.176014596,9.101,0.034
2178,16-06-2013,0.1175,0.166541667,0.741,48,0.145879425,7.994,0.038
2179,17-06-2013,0.091,0.207770833,0.933,48,0.258689433,9.973,0.029
2180,18-06-2013,0.088,0.196145835,1.303,48,0.272354672,9.4150001,0.031
2181,19-06-2013,0.0955,0.131270833,0.575,48,0.10467025,6.301,0.031
2182,20-06-2013,0.0685,0.116041667,0.701,48,0.141015007,5.57,0.029
2183,21-06-2013,0.123,0.213916667,0.761,48,0.210510103,10.268,0.032
2184,22-06-2013,0.0715,0.120479167,0.769,48,0.146184667,5.783,0.03
2185,23-06-2013,0.0615,0.093625,0.601,48,0.106890006,4.494,0.029
2186,24-06-2013,0.114,0.217416669,1.1440001,48,0.247819248,10.4360001,0.035
2187,25-06-2013,0.089,0.182208333,0.79,48,0.193269733,8.746,0.032
2188,26-06-2013,0.08,0.1676875,0.88,48,0.201717535,8.049,0.032
2189,27-06-2013,0.0695,0.16675,1.051,48,0.228396026,8.004,0.03
2190,28-06-2013,0.1115,0.179583333,0.753,48,0.174341049,8.62,0.031
2191,29-06-2013,0.0825,0.129270833,0.421,48,0.105569729,6.205,0.035
2192,30-06-2013,0.092,0.249916667,1.507,48,0.356887242,11.996,0.032
2193,01-07-2013,0.0975,0.226541669,1.1900001,48,0.274726019,10.8740001,0.032
2194,02-07-2013,0.093,0.202770833,1.033,48,0.250931985,9.733,0.036
2195,03-07-2013,0.0855,0.186229167,0.963,48,0.234956604,8.939,0.031
2196,04-07-2013,0.0755,0.165875,1.125,48,0.240540139,7.962,0.031
2197,05-07-2013,0.115,0.173395833,0.657,48,0.16096818,8.323,0.031
2198,06-07-2013,0.128,0.229145833,1.069,48,0.223672157,10.999,0.04
2199,07-07-2013,0.157,0.210729167,0.806,48,0.193227321,10.115,0.037
2200,08-07-2013,0.1025,0.217020833,0.97,48,0.233430977,10.417,0.038
2201,09-07-2013,0.1005,0.1804375,0.795,48,0.170978773,8.661,0.032
2202,10-07-2013,0.0865,0.1556875,0.79,48,0.160142776,7.473,0.034
2203,11-07-2013,0.0745,0.195979167,0.985,48,0.2621077,9.407,0.032
2204,12-07-2013,0.104,0.1456875,0.398,48,0.103320645,6.993,0.035
2205,13-07-2013,0.12,0.2065625,0.943,48,0.203179923,9.915,0.068
2206,14-07-2013,0.0965,0.148645833,0.465,48,0.121568384,7.135,0.038
2207,15-07-2013,0.1015,0.186020833,1.052,48,0.209088039,8.929,0.034
2208,16-07-2013,0.0945,0.1705625,0.955,48,0.196216869,8.187,0.037
2209,17-07-2013,0.0905,0.179104167,0.976,48,0.218855363,8.597,0.041
2210,18-07-2013,0.0895,0.109166667,0.373,48,0.07989257,5.24,0.034
2211,19-07-2013,0.1265,0.163354167,0.472,48,0.103481829,7.841,0.044
2212,20-07-2013,0.097,0.159583333,0.764,48,0.161372153,7.66,0.045
